This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
19740517,  -0.37
19740520,  -0.53
19740521,  -0.29
19740522,  -0.67
19740523,  -0.69
19740524,  -0.35
19740528,   0.06
19740529,   0.14
19740530,  -0.13
19740531,  -0.18
19740603,  -0.24
19740604,   0.37
19740605,   0.10
19740606,  -0.56
19740607,  -0.30
19740610,   0.07
19740611,   0.03
19740612,   0.54
19740613,   0.50
19740614,   0.55
19740617,   0.43
19740618,   0.34
19740619,   0.19
19740620,   0.37
19740621,   0.25
19740624,  -0.16
19740625,  -0.09
19740626,   0.16
19740627,   0.51
19740628,  -0.29
19740701,  -0.18
19740702,  -0.36
19740703,  -0.06
19740705,  -0.03
19740708,  -0.08
19740709,   0.06
19740710,   0.09
19740711,   0.15
19740712,  -1.10
19740715,  -0.02
19740716,   0.91
19740717,  -0.03
19740718,   0.39
19740719,   0.08
19740722,  -0.16
19740723,  -0.09
19740724,   0.15
19740725,   0.46
19740726,   0.39
19740729,   0.64
19740730,   0.65
19740731,   0.58
19740801,   0.23
19740802,  -0.14
19740805,  -0.05
19740806,  -0.46
19740807,  -0.88
19740808,   0.16
19740809,   0.00
19740812,   0.28
19740813,   0.69
19740814,   0.85
19740815,   0.24
19740816,   0.45
19740819,   0.09
19740820,   0.17
19740821,   0.76
19740822,   0.87
19740823,   0.93
19740826,  -0.74
19740827,  -0.05
19740828,  -0.22
19740829,   0.14
19740830,  -0.90
19740903,   0.91
19740904,   0.67
19740905,  -0.59
19740906,  -0.27
19740909,   0.51
19740910,   0.35
19740911,   0.24
19740912,   0.91
19740913,   1.03
19740916,  -0.99
19740917,  -0.72
19740918,  -0.58
19740919,  -0.88
19740920,  -0.41
19740923,   0.57
19740924,   1.28
19740925,  -0.21
19740926,   0.86
19740927,   0.37
19740930,   0.87
19741001,  -0.24
19741002,  -0.62
19741003,   0.92
19741004,   0.55
19741007,  -1.53
19741008,  -0.06
19741009,  -0.80
19741010,  -0.92
19741011,  -0.61
19741014,  -1.28
19741015,   1.06
19741016,   0.60
19741017,   0.18
19741018,   0.48
19741021,  -0.43
19741022,  -0.12
19741023,   0.80
19741024,   1.05
19741025,   0.23
19741028,   0.40
19741029,  -0.67
19741030,  -0.91
19741031,  -0.02
19741101,   0.28
19741104,   0.44
19741105,  -1.49
19741106,   0.04
19741107,  -0.57
19741108,   0.21
19741111,  -0.22
19741112,   1.12
19741113,   0.31
19741114,   0.51
19741115,   0.50
19741118,   1.06
19741119,  -0.13
19741120,   0.58
19741121,  -0.63
19741122,   0.07
19741125,   0.24
19741126,  -0.51
19741127,   0.41
19741129,  -0.17
19741202,   0.65
19741203,   0.21
19741204,   0.24
19741205,   0.76
19741206,   0.36
19741209,   0.03
19741210,   0.20
19741211,   0.27
19741212,   0.19
19741213,   0.29
19741216,   0.89
19741217,  -0.06
19741218,   0.07
19741219,   0.04
19741220,   0.52
19741223,   0.46
19741224,  -0.88
19741226,  -0.63
19741227,   0.17
19741230,   0.11
19741231,  -1.79
19750102,  -1.97
19750103,  -0.95
19750106,  -1.02
19750107,  -1.13
19750108,  -0.37
19750109,  -1.48
19750110,  -1.53
19750113,  -0.64
19750114,   0.04
19750115,  -0.50
19750116,  -0.76
19750117,   0.94
19750120,  -0.01
19750121,   0.27
19750122,  -0.78
19750123,  -0.25
19750124,  -0.88
19750127,  -2.04
19750128,  -0.54
19750129,  -1.56
19750130,   0.05
19750131,  -0.65
19750203,  -0.95
19750204,   0.70
19750205,  -0.72
19750206,   0.06
19750207,   0.30
19750210,   0.26
19750211,  -0.26
19750212,  -0.71
19750213,  -0.30
19750214,  -0.27
19750218,   0.75
19750219,  -0.34
19750220,  -0.28
19750221,  -0.13
19750224,   0.09
19750225,   0.98
19750226,  -0.12
19750227,  -0.18
19750228,  -0.56
19750303,  -1.15
19750304,  -0.04
19750305,   0.06
19750306,  -0.76
19750307,  -0.37
19750310,  -0.52
19750311,  -0.05
19750312,   0.18
19750313,  -0.18
19750314,  -0.57
19750317,  -0.62
19750318,   0.44
19750319,   0.03
19750320,  -0.33
19750321,   0.33
19750324,   0.49
19750325,   0.46
19750326,  -0.09
19750327,   0.18
19750331,   0.19
19750401,   0.04
19750402,   0.04
19750403,   0.38
19750404,   0.21
19750407,   0.16
19750408,   0.16
19750409,   0.05
19750410,   0.10
19750411,   0.01
19750414,  -0.06
19750415,  -0.31
19750416,   0.02
19750417,  -0.02
19750418,  -0.08
19750421,   0.03
19750422,  -0.20
19750423,  -0.11
19750424,   0.24
19750425,   0.02
19750428,   0.37
19750429,   0.09
19750430,  -0.43
19750501,  -0.18
19750502,  -0.43
19750505,  -0.28
19750506,  -0.10
19750507,  -0.24
19750508,  -0.07
19750509,  -0.17
19750512,  -0.29
19750513,  -0.37
19750514,  -0.16
19750515,   0.37
19750516,   0.34
19750519,   0.11
19750520,   0.05
19750521,  -0.20
19750522,   0.09
19750523,   0.11
19750527,   0.00
19750528,   0.09
19750529,   0.48
19750530,   0.29
19750602,   0.60
19750603,  -0.18
19750604,  -0.51
19750605,  -0.12
19750606,  -0.16
19750609,  -0.38
19750610,  -0.19
19750611,  -0.04
19750612,   0.00
19750613,  -0.05
19750616,   0.35
19750617,  -0.19
19750618,   0.13
19750619,   0.64
19750620,   0.26
19750623,   0.35
19750624,   0.00
19750625,  -0.16
19750626,  -0.51
19750627,  -0.06
19750630,   0.15
19750701,  -0.31
19750702,  -0.32
19750703,   0.33
19750707,  -0.20
19750708,  -0.10
19750709,   0.70
19750710,   0.46
19750711,   0.69
19750714,   0.21
19750715,   0.23
19750716,  -0.05
19750717,   0.12
19750718,   0.42
19750721,  -0.06
19750722,  -0.51
19750723,  -0.60
19750724,  -0.42
19750725,  -0.02
19750728,  -0.55
19750729,  -0.65
19750730,   0.44
19750731,   0.36
19750801,  -0.41
19750804,  -0.43
19750805,  -0.41
19750806,  -0.34
19750807,  -0.18
19750808,  -0.35
19750811,  -0.07
19750812,   0.82
19750813,  -0.06
19750814,  -0.31
19750815,   0.42
19750818,   0.17
19750819,  -0.77
19750820,  -1.13
19750821,  -0.21
19750822,   0.76
19750825,   0.43
19750826,  -0.18
19750827,   0.13
19750828,   1.08
19750829,   0.94
19750902,  -0.62
19750903,   0.20
19750904,   0.23
19750905,   0.19
19750908,  -0.21
19750909,  -0.28
19750910,  -0.91
19750911,   0.28
19750912,   0.02
19750915,  -0.35
19750916,  -0.51
19750917,  -0.03
19750918,   0.21
19750919,   0.78
19750922,   0.37
19750923,   0.44
19750924,   0.60
19750925,   0.04
19750926,  -0.14
19750929,  -0.08
19750930,  -0.79
19751001,  -0.73
19751002,   0.23
19751003,   0.63
19751006,   0.24
19751007,  -0.08
19751008,   0.23
19751009,   0.03
19751010,  -0.22
19751013,   0.28
19751014,   0.11
19751015,   0.15
19751016,  -0.11
19751017,  -0.18
19751020,   0.34
19751021,   0.14
19751022,  -0.09
19751023,   0.38
19751024,  -0.07
19751027,   0.00
19751028,   0.17
19751029,  -0.36
19751030,  -0.08
19751031,   0.04
19751103,  -0.10
19751104,  -0.07
19751105,   0.36
19751106,   0.21
19751107,  -0.13
19751110,  -0.28
19751111,   0.49
19751112,   0.47
19751113,  -0.32
19751114,   0.01
19751117,  -0.10
19751118,  -0.24
19751119,  -0.56
19751120,  -0.06
19751121,  -0.23
19751124,   0.14
19751125,   0.03
19751126,   0.06
19751128,   0.00
19751201,  -0.11
19751202,  -0.77
19751203,  -1.09
19751204,   0.07
19751205,  -0.18
19751208,   0.04
19751209,  -0.06
19751210,   0.39
19751211,   0.13
19751212,  -0.12
19751215,   0.18
19751216,   0.73
19751217,   0.35
19751218,   0.06
19751219,  -0.07
19751222,  -0.08
19751223,   0.38
19751224,   0.09
19751226,   0.18
19751229,  -0.09
19751230,   0.01
19751231,  -0.37
19760102,  -0.38
19760105,  -0.37
19760106,  -0.05
19760107,   0.27
19760108,   0.21
19760109,   0.01
19760112,   0.72
19760113,  -0.32
19760114,   0.67
19760115,   0.26
19760116,   0.61
19760119,   0.47
19760120,   0.19
19760121,   0.10
19760122,   0.28
19760123,   0.14
19760126,  -0.26
19760127,  -0.25
19760128,  -0.22
19760129,  -0.07
19760130,  -0.11
19760202,   0.07
19760203,  -0.45
19760204,  -0.23
19760205,  -0.24
19760206,   0.18
19760209,   0.25
19760210,   0.56
19760211,   0.10
19760212,   0.01
19760213,  -0.12
19760217,   0.06
19760218,   0.55
19760219,   0.70
19760220,   0.16
19760223,  -0.29
19760224,   0.13
19760225,   0.46
19760226,  -0.33
19760227,  -0.09
19760301,   0.15
19760302,   0.64
19760303,   0.15
19760304,  -0.03
19760305,   0.32
19760308,   0.45
19760309,  -0.16
19760310,   0.27
19760311,  -0.04
19760312,  -0.37
19760315,  -0.47
19760316,   0.02
19760317,  -0.14
19760318,  -0.80
19760319,  -0.13
19760322,  -0.08
19760323,  -0.24
19760324,  -0.14
19760325,  -0.47
19760326,   0.17
19760329,  -0.12
19760330,   0.06
19760331,   0.07
19760401,  -0.08
19760402,   0.09
19760405,   0.67
19760406,  -0.03
19760407,  -0.62
19760408,  -0.54
19760409,  -0.71
19760412,  -0.15
19760413,   0.18
19760414,  -0.13
19760415,   0.33
19760419,   0.30
19760420,   0.69
19760421,   0.16
19760422,   0.11
19760423,  -0.24
19760426,   0.13
19760427,  -0.29
19760428,   0.09
19760429,   0.20
19760430,   0.02
19760503,  -0.57
19760504,  -0.08
19760505,   0.11
19760506,   0.08
19760507,   0.05
19760510,   0.35
19760511,  -0.02
19760512,   0.09
19760513,   0.00
19760514,  -0.06
19760517,  -0.13
19760518,   0.16
19760519,   0.00
19760520,  -0.08
19760521,  -0.15
19760524,  -0.46
19760525,  -0.31
19760526,  -0.13
19760527,  -0.30
19760528,   0.09
19760601,   0.04
19760602,  -0.16
19760603,  -0.08
19760604,  -0.18
19760607,  -0.47
19760608,   0.17
19760609,  -0.10
19760610,  -0.06
19760611,   0.21
19760614,   0.34
19760615,  -0.09
19760616,   0.00
19760617,   0.38
19760618,   0.11
19760621,  -0.14
19760622,   0.01
19760623,  -0.12
19760624,   0.00
19760625,  -0.06
19760628,  -0.06
19760629,  -0.18
19760630,  -0.27
19760701,  -0.16
19760702,  -0.20
19760706,  -0.03
19760707,  -0.07
19760708,  -0.03
19760709,  -0.11
19760712,  -0.21
19760713,  -0.21
19760714,  -0.26
19760715,   0.35
19760716,  -0.01
19760719,  -0.20
19760720,   0.08
19760721,   0.09
19760722,   0.23
19760723,   0.12
19760726,   0.07
19760727,  -0.21
19760728,  -0.07
19760729,  -0.09
19760730,   0.03
19760802,   0.08
19760803,   0.51
19760804,   0.11
19760805,  -0.01
19760806,   0.07
19760809,  -0.05
19760810,   0.15
19760811,  -0.24
19760812,  -0.26
19760813,   0.00
19760816,   0.13
19760817,  -0.14
19760818,  -0.10
19760819,  -0.60
19760820,  -0.46
19760823,  -0.41
19760824,  -0.23
19760825,   0.17
19760826,  -0.03
19760827,   0.13
19760830,   0.11
19760831,   0.32
19760901,   0.21
19760902,   0.01
19760903,   0.28
19760907,   0.09
19760908,  -0.11
19760909,  -0.22
19760910,   0.15
19760913,  -0.11
19760914,   0.11
19760915,  -0.13
19760916,   0.09
19760917,   0.10
19760920,  -0.15
19760921,  -0.05
19760922,  -0.08
19760923,  -0.02
19760924,   0.11
19760927,   0.20
19760928,  -0.18
19760929,  -0.05
19760930,  -0.02
19761001,  -0.10
19761004,   0.12
19761005,  -0.29
19761006,  -0.46
19761007,  -0.08
19761008,  -0.18
19761011,  -0.65
19761012,  -0.30
19761013,   0.40
19761014,  -0.05
19761015,   0.14
19761018,   0.30
19761019,  -0.13
19761020,   0.31
19761021,  -0.12
19761022,  -0.22
19761025,   0.18
19761026,   0.25
19761027,  -0.04
19761028,   0.02
19761029,   0.16
19761101,   0.37
19761103,  -0.16
19761104,   0.49
19761105,   0.16
19761108,  -0.41
19761109,  -0.01
19761110,  -0.19
19761111,  -0.01
19761112,   0.02
19761115,   0.01
19761116,   0.21
19761117,   0.45
19761118,   0.36
19761119,   0.30
19761122,   0.07
19761123,   0.16
19761124,   0.14
19761126,   0.01
19761129,   0.01
19761130,   0.30
19761201,   0.50
19761202,   0.47
19761203,  -0.06
19761206,   0.18
19761207,  -0.03
19761208,  -0.03
19761209,  -0.12
19761210,   0.01
19761213,   0.22
19761214,  -0.05
19761215,   0.00
19761216,   0.14
19761217,  -0.02
19761220,   0.06
19761221,  -0.06
19761222,  -0.15
19761223,  -0.19
19761227,  -0.02
19761228,  -0.04
19761229,   0.05
19761230,  -0.23
19761231,  -0.21
19770103,   0.08
19770104,   0.17
19770105,  -0.02
19770106,   0.22
19770107,   0.07
19770110,   0.17
19770111,   0.07
19770112,   0.11
19770113,   0.38
19770114,   0.48
19770117,   0.31
19770118,   0.29
19770119,   0.28
19770120,   0.36
19770121,   0.12
19770124,   0.44
19770125,   0.37
19770126,   0.17
19770127,   0.20
19770128,   0.13
19770131,   0.08
19770201,   0.04
19770202,   0.22
19770203,   0.37
19770204,   0.10
19770207,   0.07
19770208,  -0.14
19770209,  -0.29
19770210,  -0.17
19770211,  -0.16
19770214,  -0.17
19770215,   0.01
19770216,  -0.04
19770217,   0.26
19770218,   0.02
19770222,  -0.10
19770223,   0.06
19770224,   0.26
19770225,  -0.44
19770228,  -0.01
19770301,   0.11
19770302,   0.03
19770303,  -0.20
19770304,   0.01
19770307,  -0.15
19770308,   0.10
19770309,   0.47
19770310,  -0.12
19770311,  -0.11
19770314,  -0.43
19770315,  -0.22
19770316,  -0.14
19770317,  -0.10
19770318,   0.17
19770321,   0.13
19770322,  -0.08
19770323,  -0.17
19770324,   0.38
19770325,   0.21
19770328,   0.14
19770329,  -0.03
19770330,   0.35
19770331,   0.18
19770401,  -0.02
19770404,   0.47
19770405,   0.02
19770406,   0.27
19770407,   0.09
19770411,  -0.11
19770412,   0.08
19770413,   0.08
19770414,  -0.06
19770415,   0.14
19770418,   0.33
19770419,   0.52
19770420,   0.40
19770421,   0.42
19770422,   0.37
19770425,   0.43
19770426,   0.11
19770427,  -0.01
19770428,  -0.09
19770429,   0.12
19770502,   0.28
19770503,   0.09
19770504,  -0.11
19770505,  -0.08
19770506,   0.22
19770509,   0.01
19770510,  -0.04
19770511,   0.38
19770512,   0.22
19770513,   0.09
19770516,   0.15
19770517,  -0.18
19770518,  -0.16
19770519,   0.30
19770520,   0.33
19770523,   0.15
19770524,  -0.17
19770525,   0.19
19770526,  -0.12
19770527,   0.29
19770531,   0.11
19770601,   0.04
19770602,   0.33
19770603,  -0.10
19770606,   0.19
19770607,  -0.20
19770608,   0.12
19770609,   0.09
19770610,   0.18
19770613,   0.00
19770614,  -0.23
19770615,   0.05
19770616,   0.13
19770617,   0.01
19770620,  -0.12
19770621,   0.06
19770622,   0.17
19770623,   0.07
19770624,  -0.11
19770627,   0.22
19770628,   0.37
19770629,   0.00
19770630,   0.14
19770701,   0.23
19770705,   0.08
19770706,   0.23
19770707,  -0.14
19770708,   0.25
19770711,   0.17
19770712,   0.26
19770713,   0.24
19770715,  -0.50
19770718,  -0.22
19770719,  -0.31
19770720,  -0.12
19770721,  -0.12
19770722,  -0.03
19770725,   0.06
19770726,   0.05
19770727,  -0.12
19770728,   0.04
19770729,  -0.27
19770801,   0.02
19770802,   0.07
19770803,  -0.37
19770804,   0.02
19770805,   0.26
19770808,   0.14
19770809,  -0.12
19770810,  -0.17
19770811,   0.30
19770812,  -0.22
19770815,  -0.23
19770816,   0.18
19770817,  -0.32
19770818,  -0.29
19770819,  -0.39
19770822,  -0.31
19770823,   0.13
19770824,   0.06
19770825,  -0.25
19770826,  -0.25
19770829,  -0.10
19770830,   0.03
19770831,  -0.07
19770901,   0.44
19770902,   0.22
19770906,   0.16
19770907,   0.18
19770908,   0.13
19770909,   0.20
19770912,  -0.03
19770913,  -0.07
19770914,  -0.02
19770915,   0.24
19770916,   0.23
19770919,   0.29
19770920,   0.02
19770921,   0.17
19770922,   0.16
19770923,   0.16
19770926,  -0.32
19770927,   0.09
19770928,   0.15
19770929,   0.07
19770930,   0.09
19771003,  -0.15
19771004,   0.06
19771005,   0.14
19771006,   0.05
19771007,   0.26
19771010,   0.14
19771011,  -0.03
19771012,  -0.56
19771013,  -0.64
19771014,  -0.22
19771017,  -0.05
19771018,  -0.07
19771019,   0.08
19771020,   0.20
19771021,   0.21
19771024,   0.16
19771025,  -0.54
19771026,  -0.07
19771027,  -0.09
19771028,   0.09
19771031,   0.32
19771101,   0.14
19771102,   0.18
19771103,   0.02
19771104,   0.08
19771107,   0.27
19771108,   0.25
19771109,   0.21
19771110,  -0.19
19771111,  -0.41
19771114,   0.33
19771115,  -0.14
19771116,   0.37
19771117,   0.31
19771118,   0.00
19771121,   0.22
19771122,  -0.30
19771123,  -0.21
19771125,  -0.14
19771128,   0.28
19771129,   0.44
19771130,   0.10
19771201,   0.36
19771202,   0.32
19771205,   0.32
19771206,   0.60
19771207,   0.07
19771208,   0.08
19771209,  -0.18
19771212,   0.22
19771213,   0.22
19771214,  -0.05
19771215,   0.01
19771216,   0.21
19771219,   0.30
19771220,  -0.10
19771221,  -0.34
19771222,  -0.47
19771223,  -0.18
19771227,   0.29
19771228,   0.25
19771229,   0.02
19771230,   0.00
19780103,  -0.41
19780104,  -0.28
19780105,  -0.18
19780106,  -0.23
19780109,  -0.69
19780110,  -0.29
19780111,  -0.02
19780112,   0.11
19780113,   0.31
19780116,  -0.06
19780117,  -0.27
19780118,   0.03
19780119,   0.17
19780120,   0.18
19780123,  -0.11
19780124,   0.04
19780125,  -0.06
19780126,   0.16
19780127,  -0.06
19780130,  -0.17
19780131,   0.18
19780201,   0.03
19780202,   0.07
19780203,   0.49
19780206,   0.03
19780207,  -0.37
19780208,  -0.31
19780209,   0.16
19780210,   0.12
19780213,   0.10
19780214,   0.26
19780215,  -0.17
19780216,   0.35
19780217,   0.10
19780221,   0.14
19780222,  -0.03
19780223,  -0.02
19780224,   0.20
19780227,   0.16
19780228,   0.27
19780301,   0.00
19780302,   0.16
19780303,  -0.08
19780306,   0.27
19780307,   0.04
19780308,   0.04
19780309,   0.05
19780310,  -0.45
19780313,   0.12
19780314,   0.04
19780315,   0.39
19780316,   0.05
19780317,  -0.18
19780320,  -0.22
19780321,   0.44
19780322,   0.30
19780323,   0.08
19780327,   0.15
19780328,   0.09
19780329,   0.11
19780330,  -0.13
19780331,  -0.04
19780403,   0.05
19780404,   0.24
19780405,  -0.04
19780406,   0.20
19780407,   0.13
19780410,   0.04
19780411,   0.15
19780412,   0.52
19780413,  -0.35
19780414,  -0.60
19780417,  -0.91
19780418,   0.00
19780419,   0.16
19780420,   0.08
19780421,   0.17
19780424,  -0.34
19780425,  -0.08
19780426,  -0.08
19780427,   0.53
19780428,   0.13
19780501,   0.33
19780502,   0.30
19780503,   0.61
19780504,   0.35
19780505,   0.32
19780508,   0.10
19780509,   0.15
19780510,   0.25
19780511,  -0.23
19780512,  -0.05
19780515,  -0.10
19780516,  -0.08
19780517,   0.04
19780518,  -0.01
19780519,  -0.36
19780522,  -0.04
19780523,  -0.27
19780524,  -0.09
19780525,   0.05
19780526,   0.37
19780530,   0.12
19780531,   0.34
19780601,   0.07
19780602,   0.40
19780605,   0.30
19780606,   0.43
19780607,   0.17
19780608,   0.35
19780609,   0.38
19780612,   0.11
19780613,   0.26
19780614,   0.22
19780615,   0.03
19780616,  -0.01
19780619,  -0.11
19780620,  -0.14
19780621,  -0.49
19780622,   0.29
19780623,   0.40
19780626,  -0.66
19780627,  -0.23
19780628,   0.19
19780629,   0.26
19780630,   0.06
19780703,  -0.07
19780705,  -0.04
19780706,   0.03
19780707,   0.34
